DOI,PMID,PMCID,Year,Citation_Count,Title,Journal,Authors,Citation_Bins
10.15171/ijhpm.2018.06,29935126.0,PMC6015506,2018.0,127,What Is Resilience and How Can It Be Nurtured? A Systematic Review of Empirical Literature on Organizational Resilience.,,"Barasa E, Mbau R, Gilson L",100-500
10.1038/s41467-018-03746-3,29662055.0,PMC5902452,2018.0,127,In silico optimization of a guava antimicrobial peptide enables combinatorial exploration for peptide design.,,"Porto WF, Irazazabal L, Alves ESF, Ribeiro SM, Matos CO, Pires ÁS, Fensterseifer ICM, Miranda VJ, Haney EF, Humblot V, Torres MDT, Hancock REW, Liao LM, Ladram A, Lu TK, de la Fuente-Nunez C, Franco OL",100-500
10.1016/s1474-4422(18)30006-1,29331631.0,PMC5818029,2018.0,127,The Edinburgh CT and genetic diagnostic criteria for lobar intracerebral haemorrhage associated with cerebral amyloid angiopathy: model development and diagnostic test accuracy study.,,"Rodrigues MA, Samarasekera N, Lerpiniere C, Humphreys C, McCarron MO, White PM, Nicoll JAR, Sudlow CLM, Cordonnier C, Wardlaw JM, Smith C, Al-Shahi Salman R",100-500
10.1186/s13012-017-0644-2,28915822.0,PMC5602839,2017.0,127,What hinders the uptake of computerized decision support systems in hospitals? A qualitative study and framework for implementation.,,"Liberati EG, Ruggiero F, Galuppo L, Gorli M, González-Lorenzo M, Maraldi M, Ruggieri P, Polo Friz H, Scaratti G, Kwag KH, Vespignani R, Moja L",100-500
10.1038/srep46479,28422152.0,PMC5395959,2017.0,127,Towards automatic pulmonary nodule management in lung cancer screening with deep learning.,,"Ciompi F, Chung K, van Riel SJ, Setio AAA, Gerke PK, Jacobs C, Scholten ET, Schaefer-Prokop C, Wille MMW, Marchianò A, Pastorino U, Prokop M, van Ginneken B",100-500
10.1038/srep46349,28418006.0,PMC5394465,2017.0,127,Radiomics-based Prognosis Analysis for Non-Small Cell Lung Cancer.,,"Zhang Y, Oikonomou A, Wong A, Haider MA, Khalvati F",100-500
10.18632/oncotarget.11251,27533456.0,PMC5323153,2016.0,127,HGIMDA: Heterogeneous graph inference for miRNA-disease association prediction.,,"Chen X, Yan CC, Zhang X, You ZH, Huang YA, Yan GY",100-500
10.1371/journal.pone.0155183,27171006.0,PMC4865195,2016.0,127,"Vinardo: A Scoring Function Based on Autodock Vina Improves Scoring, Docking, and Virtual Screening.",,"Quiroga R, Villarreal MA",100-500
10.1136/neurintsurg-2016-012391,27166383.0,PMC6697418,2017.0,127,Correlation of imaging and histopathology of thrombi in acute ischemic stroke with etiology and outcome: a systematic review.,,"Brinjikji W, Duffy S, Burrows A, Hacke W, Liebeskind D, Majoie CBLM, Dippel DWJ, Siddiqui AH, Khatri P, Baxter B, Nogeuira R, Gounis M, Jovin T, Kallmes DF",100-500
10.1186/s12859-015-0548-6,25885774.0,PMC4403899,2015.0,127,MAESTRO--multi agent stability prediction upon point mutations.,,"Laimer J, Hofer H, Fritz M, Wegenkittl S, Lackner P",100-500
10.1109/tbme.2014.2372011,25423647.0,PMC4394860,2015.0,127,Multimodal neuroimaging feature learning for multiclass diagnosis of Alzheimer's disease.,,"Liu S, Liu S, Cai W, Che H, Pujol S, Kikinis R, Feng D, Fulham MJ, ",100-500
10.1088/0967-3334/35/11/2191,25340969.0,PMC4374571,2014.0,127,A random forest classifier for the prediction of energy expenditure and type of physical activity from wrist and hip accelerometers.,,"Ellis K, Kerr J, Godbole S, Lanckriet G, Wing D, Marshall S",100-500
10.1186/1471-2105-15-35,24484323.0,PMC3922638,2014.0,127,Inferring clonal evolution of tumors from single nucleotide somatic mutations.,,"Jiao W, Vembu S, Deshwar AG, Stein L, Morris Q",100-500
10.1093/bib/bbt054,23990268.0,PMC4239800,2014.0,127,A comprehensive overview of Infinium HumanMethylation450 data processing.,,"Dedeurwaerder S, Defrance M, Bizet M, Calonne E, Bontempi G, Fuks F",100-500
10.1186/1758-2946-5-30,23800010.0,PMC3704944,2013.0,127,Drug repositioning: a machine-learning approach through data integration.,,"Napolitano F, Zhao Y, Moreira VM, Tagliaferri R, Kere J, D'Amato M, Greco D",100-500
10.1038/nn.3014,22267164.0,PMC3701259,2012.0,127,The impact of orbitofrontal dysfunction on cocaine addiction.,,"Lucantonio F, Stalnaker TA, Shaham Y, Niv Y, Schoenbaum G",100-500
10.1371/journal.pcbi.1002217,22022256.0,PMC3192815,2011.0,127,Thousands of rab GTPases for the cell biologist.,,"Diekmann Y, Seixas E, Gouw M, Tavares-Cadete F, Seabra MC, Pereira-Leal JB",100-500
10.1016/j.jtbi.2011.04.017,21536049.0,,2011.0,127,Prediction of GABAA receptor proteins using the concept of Chou's pseudo-amino acid composition and support vector machine.,,"Mohabatkar H, Mohammad Beigi M, Esmaeili A",100-500
10.1371/journal.pone.0017258,21364756.0,PMC3041792,2011.0,127,"The impact of multifunctional genes on ""guilt by association"" analysis.",,"Gillis J, Pavlidis P",100-500
10.1109/tpami.2010.226,21173445.0,,2011.0,127,Robust Object Tracking with Online Multiple Instance Learning.,,"Babenko B, Yang MH, Belongie S",100-500
10.1128/jvi.00320-10,20660184.0,PMC2937780,2010.0,127,Additive contribution of HLA class I alleles in the immune control of HIV-1 infection.,,"Leslie A, Matthews PC, Listgarten J, Carlson JM, Kadie C, Ndung'u T, Brander C, Coovadia H, Walker BD, Heckerman D, Goulder PJ",100-500
10.1111/j.1365-2958.2010.07273.x,20624225.0,PMC2965804,2010.0,127,CtpV: a putative copper exporter required for full virulence of Mycobacterium tuberculosis.,,"Ward SK, Abomoelak B, Hoye EA, Steinberg H, Talaat AM",100-500
10.1002/hep.23357,20054869.0,PMC3581146,2010.0,127,Integrated approach for the identification of human hepatocyte nuclear factor 4alpha target genes using protein binding microarrays.,,"Bolotin E, Liao H, Ta TC, Yang C, Hwang-Verslues W, Evans JR, Jiang T, Sladek FM",100-500
10.1523/jneurosci.1126-09.2009,19641120.0,PMC2816907,2009.0,127,Encoding of marginal utility across time in the human brain.,,"Pine A, Seymour B, Roiser JP, Bossaerts P, Friston KJ, Curran HV, Dolan RJ",100-500
10.1152/jn.90920.2008,19535480.0,PMC2724357,2009.0,127,Single-unit stability using chronically implanted multielectrode arrays.,,"Dickey AS, Suminski A, Amit Y, Hatsopoulos NG",100-500
10.1016/j.bbagrm.2008.04.005,18471443.0,,2008.0,127,Identification of cold-inducible microRNAs in plants by transcriptome analysis.,,"Zhou X, Wang G, Sutoh K, Zhu JK, Zhang W",100-500
10.1371/journal.pone.0001424,18183304.0,PMC2170517,2008.0,127,Broad and Gag-biased HIV-1 epitope repertoires are associated with lower viral loads.,,"Rolland M, Heckerman D, Deng W, Rousseau CM, Coovadia H, Bishop K, Goulder PJ, Walker BD, Brander C, Mullins JI",100-500
10.1073/pnas.0607098103,17018643.0,PMC1622802,2006.0,127,A molecular neuroethological approach for identifying and characterizing a cascade of behaviorally regulated genes.,,"Wada K, Howard JT, McConnell P, Whitney O, Lints T, Rivas MV, Horita H, Patterson MA, White SA, Scharff C, Haesler S, Zhao S, Sakaguchi H, Hagiwara M, Shiraki T, Hirozane-Kishikawa T, Skene P, Hayashizaki Y, Carninci P, Jarvis ED",100-500
10.1146/annurev.bioeng.6.040803.140223,15255778.0,,2004.0,127,"Robotics, motor learning, and neurologic recovery.",,"Reinkensmeyer DJ, Emken JL, Cramer SC",100-500
10.1016/j.cell.2022.12.010,36580914.0,PMC10024607,2023.0,126,Molecular and spatial signatures of mouse brain aging at single-cell resolution.,,"Allen WE, Blosser TR, Sullivan ZA, Dulac C, Zhuang X",100-500
10.1016/j.patter.2022.100570,36033590.0,PMC9403360,2022.0,126,"The <i>All of Us</i> Research Program: Data quality, utility, and diversity.",,"Ramirez AH, Sulieman L, Schlueter DJ, Halvorson A, Qian J, Ratsimbazafy F, Loperena R, Mayo K, Basford M, Deflaux N, Muthuraman KN, Natarajan K, Kho A, Xu H, Wilkins C, Anton-Culver H, Boerwinkle E, Cicek M, Clark CR, Cohn E, Ohno-Machado L, Schully SD, Ahmedani BK, Argos M, Cronin RM, O'Donnell C, Fouad M, Goldstein DB, Greenland P, Hebbring SJ, Karlson EW, Khatri P, Korf B, Smoller JW, Sodeke S, Wilbanks J, Hentges J, Mockrin S, Lunt C, Devaney SA, Gebo K, Denny JC, Carroll RJ, Glazer D, Harris PA, Hripcsak G, Philippakis A, Roden DM, ",100-500
10.1038/s41576-022-00511-7,35715611.0,PMC10048602,2022.0,126,Measuring biological age using omics data.,,"Rutledge J, Oh H, Wyss-Coray T",100-500
10.1172/jci154944,35362479.0,PMC8970668,2022.0,126,Next-generation sequencing: insights to advance clinical investigations of the microbiome.,,"Wensel CR, Pluznick JL, Salzberg SL, Sears CL",100-500
10.3390/jimaging6060052,34460598.0,PMC8321083,2020.0,126,Explainable Deep Learning Models in Medical Image Analysis.,,"Singh A, Sengupta S, Lakshminarayanan V",100-500
10.1038/s41392-021-00659-4,34219130.0,PMC8255319,2021.0,126,The molecular biology of pancreatic adenocarcinoma: translational challenges and clinical perspectives.,,"Wang S, Zheng Y, Yang F, Zhu L, Zhu XQ, Wang ZF, Wu XL, Zhou CH, Yan JY, Hu BY, Kong B, Fu DL, Bruns C, Zhao Y, Qin LX, Dong QZ",100-500
10.1038/s41467-020-20599-x,33469002.0,PMC7815781,2021.0,126,Intratumoral IL-12 delivery empowers CAR-T cell immunotherapy in a pre-clinical model of glioblastoma.,,"Agliardi G, Liuzzi AR, Hotblack A, De Feo D, Núñez N, Stowe CL, Friebel E, Nannini F, Rindlisbacher L, Roberts TA, Ramasawmy R, Williams IP, Siow BM, Lythgoe MF, Kalber TL, Quezada SA, Pule MA, Tugues S, Straathof K, Becher B",100-500
10.2196/18228,32723713.0,PMC7424481,2020.0,126,Artificial Intelligence in Health Care: Bibliometric Analysis.,,"Guo Y, Hao Z, Zhao S, Gong J, Yang F",100-500
10.1016/j.chom.2020.06.004,32619440.0,,2020.0,126,Arrhythmic Gut Microbiome Signatures Predict Risk of Type 2 Diabetes.,,"Reitmeier S, Kiessling S, Clavel T, List M, Almeida EL, Ghosh TS, Neuhaus K, Grallert H, Linseisen J, Skurk T, Brandl B, Breuninger TA, Troll M, Rathmann W, Linkohr B, Hauner H, Laudes M, Franke A, Le Roy CI, Bell JT, Spector T, Baumbach J, O'Toole PW, Peters A, Haller D",100-500
10.1016/s2589-7500(20)30054-6,32289116.0,PMC7129544,2020.0,126,COVID-19 and artificial intelligence: protecting health-care workers and curbing the spread.,,McCall B,100-500
10.1038/s41525-019-0093-8,31452935.0,PMC6707204,2019.0,126,Exome sequencing of 457 autism families recruited online provides evidence for autism risk genes.,,"Feliciano P, Zhou X, Astrovskaya I, Turner TN, Wang T, Brueggeman L, Barnard R, Hsieh A, Snyder LG, Muzny DM, Sabo A, , Gibbs RA, Eichler EE, O'Roak BJ, Michaelson JJ, Volfovsky N, Shen Y, Chung WK",100-500
10.1002/14651858.cd012292.pub2,31194900.0,PMC6564085,2019.0,126,Environmental interventions to reduce the consumption of sugar-sweetened beverages and their effects on health.,,"von Philipsborn P, Stratil JM, Burns J, Busert LK, Pfadenhauer LM, Polus S, Holzapfel C, Hauner H, Rehfuess E",100-500
10.1038/s41588-018-0207-8,30224646.0,PMC6262761,2018.0,126,Functional classification of long non-coding RNAs by k-mer content.,,"Kirk JM, Kim SO, Inoue K, Smola MJ, Lee DM, Schertzer MD, Wooten JS, Baker AR, Sprague D, Collins DW, Horning CR, Wang S, Chen Q, Weeks KM, Mucha PJ, Calabrese JM",100-500
10.1109/tmi.2018.2791721,29969407.0,PMC6051485,2018.0,126,Interactive Medical Image Segmentation Using Deep Learning With Image-Specific Fine Tuning.,,"Wang G, Li W, Zuluaga MA, Pratt R, Patel PA, Aertsen M, Doel T, David AL, Deprest J, Ourselin S, Vercauteren T",100-500
10.1038/s41380-018-0056-y,29934544.0,PMC6309606,2019.0,126,The ASD Living Biology: from cell proliferation to clinical phenotype.,,"Courchesne E, Pramparo T, Gazestani VH, Lombardo MV, Pierce K, Lewis NE",100-500
10.1093/annonc/mdx681,29253113.0,PMC5834106,2017.0,126,Preclinical and clinical development of neoantigen vaccines.,,"Li L, Goedegebuure SP, Gillanders WE",100-500
10.1002/pro.3331,29067736.0,PMC5734314,2018.0,126,RCSB Protein Data Bank: Sustaining a living digital data resource that enables breakthroughs in scientific research and biomedical education.,,"Burley SK, Berman HM, Christie C, Duarte JM, Feng Z, Westbrook J, Young J, Zardecki C",100-500
10.1016/j.annemergmed.2017.08.005,28888332.0,,2018.0,126,Machine-Learning-Based Electronic Triage More Accurately Differentiates Patients With Respect to Clinical Outcomes Compared With the Emergency Severity Index.,,"Levin S, Toerper M, Hamrock E, Hinson JS, Barnes S, Gardner H, Dugas A, Linton B, Kirsch T, Kelen G",100-500
10.1038/nrg.2017.52,28804138.0,PMC5935497,2017.0,126,Settling the score: variant prioritization and Mendelian disease.,,"Eilbeck K, Quinlan A, Yandell M",100-500
10.1007/s12551-013-0130-2,28509958.0,PMC5425711,2014.0,126,Receptor-ligand molecular docking.,,"Guedes IA, de Magalhães CS, Dardenne LE",100-500
10.1088/1741-2560/14/1/016003,27900952.0,,2017.0,126,A novel deep learning approach for classification of EEG motor imagery signals.,,"Tabar YR, Halici U",100-500
10.1038/nn.4403,27694990.0,PMC5127723,2016.0,126,History-dependent variability in population dynamics during evidence accumulation in cortex.,,"Morcos AS, Harvey CD",100-500
10.1158/1055-9965.epi-16-0337,27672054.0,PMC5225053,2017.0,126,Shifts in the Fecal Microbiota Associated with Adenomatous Polyps.,,"Hale VL, Chen J, Johnson S, Harrington SC, Yab TC, Smyrk TC, Nelson H, Boardman LA, Druliner BR, Levin TR, Rex DK, Ahnen DJ, Lance P, Ahlquist DA, Chia N",100-500
10.1038/npjgenmed.2016.27,27525107.0,PMC4980121,2016.0,126,Genome-wide characteristics of <i>de novo</i> mutations in autism.,,"Yuen RK, Merico D, Cao H, Pellecchia G, Alipanahi B, Thiruvahindrapuram B, Tong X, Sun Y, Cao D, Zhang T, Wu X, Jin X, Zhou Z, Liu X, Liu X, Nalpathamkalam T, Walker S, Howe JL, Wang Z, MacDonald JR, Chan A, D'Abate L, Deneault E, Siu MT, Tammimies K, Uddin M, Zarrei M, Wang M, Li Y, Wang J, Wang J, Yang H, Bookman M, Bingham J, Gross SS, Loy D, Pletcher M, Marshall CR, Anagnostou E, Zwaigenbaum L, Weksberg R, Fernandez BA, Roberts W, Szatmari P, Glazer D, Frey BJ, Ring RH, Xu X, Scherer SW",100-500
10.1038/ncomms12190,27432255.0,PMC4960309,2016.0,126,Accurate spike estimation from noisy calcium signals for ultrafast three-dimensional imaging of large neuronal populations in vivo.,,"Deneux T, Kaszas A, Szalay G, Katona G, Lakner T, Grinvald A, Rózsa B, Vanzetta I",100-500
10.1371/journal.pcbi.1004975,27415801.0,PMC4945015,2016.0,126,NLLSS: Predicting Synergistic Drug Combinations Based on Semi-supervised Learning.,,"Chen X, Ren B, Chen M, Wang Q, Zhang L, Yan G",100-500
10.7554/elife.10774,26633811.0,PMC4749564,2015.0,126,Cortex commands the performance of skilled movement.,,"Guo JZ, Graves AR, Guo WW, Zheng J, Lee A, Rodríguez-González J, Li N, Macklin JJ, Phillips JW, Mensh BD, Branson K, Hantman AW",100-500
10.1016/j.yhbeh.2015.08.001,26268151.0,PMC4724473,2016.0,126,The maternal brain and its plasticity in humans.,,"Kim P, Strathearn L, Swain JE",100-500
10.1093/bfgp/elv024,26134276.0,,2016.0,126,Similarity computation strategies in the microRNA-disease network: a survey.,,"Zou Q, Li J, Song L, Zeng X, Wang G",100-500
10.3389/fnagi.2015.00112,26106326.0,PMC4460425,2015.0,126,Biomarkers of postoperative delirium and cognitive dysfunction.,,"Fournier A, Krause R, Winterer G, Schneider R",100-500
10.1128/mbio.00022-15,25991678.0,PMC4442137,2015.0,126,"The bamboo-eating giant panda harbors a carnivore-like gut microbiota, with excessive seasonal variations.",,"Xue Z, Zhang W, Wang L, Hou R, Zhang M, Fei L, Zhang X, Huang H, Bridgewater LC, Jiang Y, Jiang C, Zhao L, Pang X, Zhang Z",100-500
10.1038/nclimate2318,25737744.0,PMC4340567,2014.0,126,Increasing forest disturbances in Europe and their impact on carbon storage.,,"Seidl R, Schelhaas MJ, Rammer W, Verkerk PJ",100-500
10.1371/journal.pone.0117380,25647319.0,PMC4315405,2015.0,126,PON-P2: prediction method for fast and reliable identification of harmful variants.,,"Niroula A, Urolagin S, Vihinen M",100-500
10.1098/rstb.2013.0521,25180301.0,PMC4150298,2014.0,126,Graph analysis of functional brain networks: practical issues in translational neuroscience.,,"De Vico Fallani F, Richiardi J, Chavez M, Achard S",100-500
10.1186/2046-4053-3-74,25005128.0,PMC4100748,2014.0,126,Systematic review automation technologies.,,"Tsafnat G, Glasziou P, Choong MK, Dunn A, Galgani F, Coiera E",100-500
10.1016/j.biopsych.2012.06.010,22784485.0,PMC3494754,2013.0,126,Distinguishing between unipolar depression and bipolar depression: current and future clinical and neuroimaging perspectives.,,"Cardoso de Almeida JR, Phillips ML",100-500
10.1093/bioinformatics/btr651,22113084.0,PMC3259439,2012.0,126,FTSite: high accuracy detection of ligand binding sites on unbound protein structures.,,"Ngan CH, Hall DR, Zerbe B, Grove LE, Kozakov D, Vajda S",100-500
10.1261/rna.2536111,21357752.0,PMC3062170,2011.0,126,RNAcode: robust discrimination of coding and noncoding regions in comparative sequence data.,,"Washietl S, Findeiss S, Müller SA, Kalkhof S, von Bergen M, Hofacker IL, Stadler PF, Goldman N",100-500
10.1002/hbm.21153,21259382.0,PMC3208821,2011.0,126,Altered default mode network connectivity in Alzheimer's disease--a resting functional MRI and Bayesian network study.,,"Wu X, Li R, Fleisher AS, Reiman EM, Guan X, Zhang Y, Chen K, Yao L",100-500
10.1038/nmeth.1431,20195255.0,PMC3650473,2010.0,126,Visualization of image data from cells to organisms.,,"Walter T, Shattuck DW, Baldock R, Bastin ME, Carpenter AE, Duce S, Ellenberg J, Fraser A, Hamilton N, Pieper S, Ragan MA, Schneider JE, Tomancak P, Hériché JK",100-500
10.1016/j.neuroimage.2009.12.097,20045470.0,PMC2828040,2010.0,126,The impact of prior risk experiences on subsequent risky decision-making: the role of the insula.,,"Xue G, Lu Z, Levin IP, Bechara A",100-500
10.1016/j.neuroimage.2009.12.047,20026220.0,PMC2823830,2010.0,126,Predictive models of autism spectrum disorder based on brain regional cortical thickness.,,"Jiao Y, Chen R, Ke X, Chu K, Lu Z, Herskovits EH",100-500
10.1371/journal.pgen.1000678,19816555.0,PMC2748686,2009.0,126,From disease association to risk assessment: an optimistic view from genome-wide association studies on type 1 diabetes.,,"Wei Z, Wang K, Qu HQ, Zhang H, Bradfield J, Kim C, Frackleton E, Hou C, Glessner JT, Chiavacci R, Stanley C, Monos D, Grant SF, Polychronakos C, Hakonarson H",100-500
10.1118/1.3013555,19175137.0,PMC2673617,2008.0,126,Anniversary paper: History and status of CAD and quantitative image analysis: the role of Medical Physics and AAPM.,,"Giger ML, Chan HP, Boone J",100-500
10.1093/schbul/sbm040,17493956.0,PMC2632366,2007.0,126,Performance-based measures of functional skills: usefulness in clinical treatment studies.,,"Harvey PD, Velligan DI, Bellack AS",100-500
10.1016/j.amepre.2007.01.014,17478265.0,PMC2869212,2007.0,126,Substance-use outcomes at 18 months past baseline: the PROSPER Community-University Partnership Trial.,,"Spoth R, Redmond C, Shin C, Greenberg M, Clair S, Feinberg M",100-500
10.1186/1471-2164-7-187,16869964.0,PMC1560386,2006.0,126,Finding function: evaluation methods for functional genomic data.,,"Myers CL, Barrett DR, Hibbs MA, Huttenhower C, Troyanskaya OG",100-500
10.1186/1471-2105-7-280,16749936.0,PMC1502140,2006.0,126,Integrated biclustering of heterogeneous genome-wide datasets for the inference of global regulatory networks.,,"Reiss DJ, Baliga NS, Bonneau R",100-500
10.1038/d41586-023-00191-1,36694020.0,,2023.0,125,Tools such as ChatGPT threaten transparent science; here are our ground rules for their use.,,,100-500
10.1038/s41467-022-32007-7,35896542.0,PMC9329459,2022.0,125,ProtGPT2 is a deep unsupervised language model for protein design.,,"Ferruz N, Schmidt S, Höcker B",100-500
10.1016/j.cell.2021.12.011,35026153.0,PMC8809251,2022.0,125,"Parallel analysis of transcription, integration, and sequence of single HIV-1 proviruses.",,"Einkauf KB, Osborn MR, Gao C, Sun W, Sun X, Lian X, Parsons EM, Gladkov GT, Seiger KW, Blackmer JE, Jiang C, Yukl SA, Rosenberg ES, Yu XG, Lichterfeld M",100-500
10.1016/j.cjca.2021.09.004,34534619.0,,2022.0,125,Opening the Black Box: The Promise and Limitations of Explainable Machine Learning in Cardiology.,,"Petch J, Di S, Nelson W",100-500
10.1038/s41592-021-01198-0,34226721.0,PMC7611214,2021.0,125,SpaceM reveals metabolic states of single cells.,,"Rappez L, Stadler M, Triana S, Gathungu RM, Ovchinnikova K, Phapale P, Heikenwalder M, Alexandrov T",100-500
10.1039/d0sc00809e,34122914.0,PMC8159237,2020.0,125,"Surface-enhanced Raman spectroscopy: benefits, trade-offs and future developments.",,"Pérez-Jiménez AI, Lyu D, Lu Z, Liu G, Ren B",100-500
10.1186/s13756-021-00931-w,33789754.0,PMC8011122,2021.0,125,Surveillance of antimicrobial resistance in low- and middle-income countries: a scattered picture.,,"Iskandar K, Molinier L, Hallit S, Sartelli M, Hardcastle TC, Haque M, Lugova H, Dhingra S, Sharma P, Islam S, Mohammed I, Naina Mohamed I, Hanna PA, Hajj SE, Jamaluddin NAH, Salameh P, Roques C",100-500
10.1038/s41467-021-21823-y,33712570.0,PMC7955030,2021.0,125,Integration of Alzheimer's disease genetics and myeloid genomics identifies disease risk regulatory elements and genes.,,"Novikova G, Kapoor M, Tcw J, Abud EM, Efthymiou AG, Chen SX, Cheng H, Fullard JF, Bendl J, Liu Y, Roussos P, Björkegren JL, Liu Y, Poon WW, Hao K, Marcora E, Goate AM",100-500
10.7554/elife.59683,33416493.0,PMC7793621,2021.0,125,A simple and effective F0 knockout method for rapid screening of behaviour and other complex phenotypes.,,"Kroll F, Powell GT, Ghosh M, Gestri G, Antinucci P, Hearn TJ, Tunbak H, Lim S, Dennis HW, Fernandez JM, Whitmore D, Dreosti E, Wilson SW, Hoffman EJ, Rihel J",100-500
10.1016/j.media.2020.101871,33197716.0,PMC7610710,2021.0,125,Accurate brain age prediction with lightweight deep neural networks.,,"Peng H, Gong W, Beckmann CF, Vedaldi A, Smith SM",100-500
10.1164/rccm.202003-0655cp,32516052.0,PMC7710325,2020.0,125,Lung- and Diaphragm-Protective Ventilation.,,"Goligher EC, Dres M, Patel BK, Sahetya SK, Beitler JR, Telias I, Yoshida T, Vaporidi K, Grieco DL, Schepens T, Grasselli G, Spadaro S, Dianti J, Amato M, Bellani G, Demoule A, Fan E, Ferguson ND, Georgopoulos D, Guérin C, Khemani RG, Laghi F, Mercat A, Mojoli F, Ottenheijm CAC, Jaber S, Heunks L, Mancebo J, Mauri T, Pesenti A, Brochard L",100-500
10.1016/j.dsx.2020.04.032,32344370.0,PMC7180383,2020.0,125,Industry 4.0 technologies and their applications in fighting COVID-19 pandemic.,,"Javaid M, Haleem A, Vaishya R, Bahl S, Suman R, Vaish A",100-500
10.1038/s41598-019-52737-x,31729403.0,PMC6858365,2019.0,125,Data augmentation using generative adversarial networks (CycleGAN) to improve generalizability in CT segmentation tasks.,,"Sandfort V, Yan K, Pickhardt PJ, Summers RM",100-500
10.1016/j.jsbmb.2019.105439,31362062.0,PMC6857441,2019.0,125,"Human steroid biosynthesis, metabolism and excretion are differentially reflected by serum and urine steroid metabolomes: A comprehensive review.",,"Schiffer L, Barnard L, Baranowski ES, Gilligan LC, Taylor AE, Arlt W, Shackleton CHL, Storbeck KH",100-500
10.1016/j.nicl.2019.101796,30935858.0,PMC6543446,2019.0,125,Evaluating the evidence for biotypes of depression: Methodological replication and extension of.,,"Dinga R, Schmaal L, Penninx BWJH, van Tol MJ, Veltman DJ, van Velzen L, Mennes M, van der Wee NJA, Marquand AF",100-500
10.1021/acs.analchem.8b05592,30758187.0,PMC9652764,2019.0,125,Systematic Error Removal Using Random Forest for Normalizing Large-Scale Untargeted Lipidomics Data.,,"Fan S, Kind T, Cajka T, Hazen SL, Tang WHW, Kaddurah-Daouk R, Irvin MR, Arnett DK, Barupal DK, Fiehn O",100-500
10.1126/science.aat0805,30655413.0,,2019.0,125,The importance of synthetic chemistry in the pharmaceutical industry.,,"Campos KR, Coleman PJ, Alvarez JC, Dreher SD, Garbaccio RM, Terrett NK, Tillyer RD, Truppo MD, Parmee ER",100-500
10.1063/1.5023802,29960353.0,,2018.0,125,Less is more: Sampling chemical space with active learning.,,"Smith JS, Nebgen B, Lubbers N, Isayev O, Roitberg AE",100-500
10.1038/s41467-017-02038-6,29247159.0,PMC5732270,2017.0,125,Neurons along the auditory pathway exhibit a hierarchical organization of prediction error.,,"Parras GG, Nieto-Diego J, Carbajal GV, Valdés-Baizabal C, Escera C, Malmierca MS",100-500
10.1089/jpm.2017.0459,29091522.0,PMC5756461,2018.0,125,Achieving Goal-Concordant Care: A Conceptual Model and Approach to Measuring Serious Illness Communication and Its Impact.,,"Sanders JJ, Curtis JR, Tulsky JA",100-500
10.1073/pnas.1619320114,28439010.0,PMC5441789,2017.0,125,CYCLOPS reveals human transcriptional rhythms in health and disease.,,"Anafi RC, Francey LJ, Hogenesch JB, Kim J",100-500
10.1093/bioinformatics/btx218,28430949.0,,2017.0,125,"Capturing non-local interactions by long short-term memory bidirectional recurrent neural networks for improving prediction of protein secondary structure, backbone angles, contact numbers and solvent accessibility.",,"Heffernan R, Yang Y, Paliwal K, Zhou Y",100-500
10.1038/nn.4538,28368385.0,PMC5413864,2017.0,125,Dopamine transients are sufficient and necessary for acquisition of model-based associations.,,"Sharpe MJ, Chang CY, Liu MA, Batchelor HM, Mueller LE, Jones JL, Niv Y, Schoenbaum G",100-500
10.1016/j.kint.2016.10.046,28366227.0,PMC5429989,2017.0,125,Fast renal decline to end-stage renal disease: an unrecognized feature of nephropathy in diabetes.,,"Krolewski AS, Skupien J, Rossing P, Warram JH",100-500
10.1093/bioinformatics/btv684,26589278.0,,2016.0,125,Reliable ABC model choice via random forests.,,"Pudlo P, Marin JM, Estoup A, Cornuet JM, Gautier M, Robert CP",100-500
10.7554/elife.07122,26159614.0,PMC4498165,2015.0,125,Arcuate hypothalamic AgRP and putative POMC neurons show opposite changes in spiking across multiple timescales.,,"Mandelblat-Cerf Y, Ramesh RN, Burgess CR, Patella P, Yang Z, Lowell BB, Andermann ML",100-500
10.1093/nar/gku982,25361972.0,PMC4384034,2015.0,125,MobiDB 2.0: an improved database of intrinsically disordered and mobile proteins.,,"Potenza E, Di Domenico T, Walsh I, Tosatto SC",100-500
10.1186/s13059-014-0408-0,25074712.0,PMC4189148,2014.0,125,Whole-genome bisulfite sequencing of multiple individuals reveals complementary roles of promoter and gene body methylation in transcriptional regulation.,,"Lou S, Lee HM, Qin H, Li JW, Gao Z, Liu X, Chan LL, Kl Lam V, So WY, Wang Y, Lok S, Wang J, Ma RC, Tsui SK, Chan JC, Chan TF, Yip KY",100-500
10.1038/srep02984,24136089.0,PMC6505669,2013.0,125,In silico models for designing and discovering novel anticancer peptides.,,"Tyagi A, Kapoor P, Kumar R, Chaudhary K, Gautam A, Raghava GP",100-500
10.1007/s12630-013-0019-3,24132407.0,PMC3825644,2013.0,125,The difficult airway with recommendations for management--part 1--difficult tracheal intubation encountered in an unconscious/induced patient.,,"Law JA, Broemling N, Cooper RM, Drolet P, Duggan LV, Griesdale DE, Hung OR, Jones PM, Kovacs G, Massey S, Morris IR, Mullen T, Murphy MF, Preston R, Naik VN, Scott J, Stacey S, Turkstra TP, Wong DT, ",100-500
